"condition","brightness_rating","File","gender","age","student","psycho","cd","cd_comparable"
"reversal",10,"022_stevens.dat","m",20,1,0,5.7,17.9
"reversal",9.5,"022_stevens.dat","m",20,1,0,32,3.2
"reversal",7,"022_stevens.dat","m",20,1,0,57.2,1.8
"reversal",11,"022_stevens.dat","m",20,1,0,3.2,32
"reversal",12,"022_stevens.dat","m",20,1,0,3.2,32
"reversal",9,"022_stevens.dat","m",20,1,0,32,3.2
"reversal",11,"022_stevens.dat","m",20,1,0,1.8,57.2
"reversal",5,"022_stevens.dat","m",20,1,0,100,1
"reversal",5,"022_stevens.dat","m",20,1,0,100,1
"reversal",15,"022_stevens.dat","m",20,1,0,1,100
"reversal",10,"022_stevens.dat","m",20,1,0,17.9,5.7
"reversal",5,"022_stevens.dat","m",20,1,0,100,1
"reversal",15,"022_stevens.dat","m",20,1,0,1,100
"reversal",6,"022_stevens.dat","m",20,1,0,57.2,1.8
"reversal",14,"022_stevens.dat","m",20,1,0,3.2,32
"reversal",10,"022_stevens.dat","m",20,1,0,5.7,17.9
"reversal",15,"023_stevens.dat","m",24,1,0,5.7,17.9
"reversal",8,"023_stevens.dat","m",24,1,0,17.9,5.7
"reversal",1,"023_stevens.dat","m",24,1,0,57.2,1.8
"reversal",13,"023_stevens.dat","m",24,1,0,5.7,17.9
"reversal",15,"023_stevens.dat","m",24,1,0,5.7,17.9
"reversal",4,"023_stevens.dat","m",24,1,0,32,3.2
"reversal",5,"023_stevens.dat","m",24,1,0,32,3.2
"reversal",13,"023_stevens.dat","m",24,1,0,5.7,17.9
"reversal",15,"023_stevens.dat","m",24,1,0,3.2,32
"reversal",20,"023_stevens.dat","m",24,1,0,1.8,57.2
"reversal",2,"023_stevens.dat","m",24,1,0,57.2,1.8
"reversal",4,"023_stevens.dat","m",24,1,0,57.2,1.8
"reversal",7,"023_stevens.dat","m",24,1,0,17.9,5.7
"reversal",20,"023_stevens.dat","m",24,1,0,1.8,57.2
"reversal",19,"023_stevens.dat","m",24,1,0,1.8,57.2
"reversal",15,"023_stevens.dat","m",24,1,0,3.2,32
"reversal",13,"023_stevens.dat","m",24,1,0,3.2,32
"reversal",16,"023_stevens.dat","m",24,1,0,1.8,57.2
"reversal",5,"023_stevens.dat","m",24,1,0,17.9,5.7
"reversal",1,"023_stevens.dat","m",24,1,0,100,1
"reversal",2,"023_stevens.dat","m",24,1,0,100,1
"reversal",5,"023_stevens.dat","m",24,1,0,32,3.2
"reversal",30,"023_stevens.dat","m",24,1,0,1,100
"reversal",3,"023_stevens.dat","m",24,1,0,57.2,1.8
"reversal",15,"023_stevens.dat","m",24,1,0,3.2,32
"reversal",3,"023_stevens.dat","m",24,1,0,100,1
"reversal",30,"023_stevens.dat","m",24,1,0,1,100
"reversal",3,"023_stevens.dat","m",24,1,0,57.2,1.8
"reversal",30,"023_stevens.dat","m",24,1,0,1,100
"reversal",7,"023_stevens.dat","m",24,1,0,17.9,5.7
"reversal",6,"023_stevens.dat","m",24,1,0,32,3.2
"reversal",25,"023_stevens.dat","m",24,1,0,1,100
"reversal",15,"023_stevens.dat","m",24,1,0,3.2,32
"reversal",13,"023_stevens.dat","m",24,1,0,5.7,17.9
"reversal",20,"023_stevens.dat","m",24,1,0,1.8,57.2
"reversal",4,"023_stevens.dat","m",24,1,0,32,3.2
"reversal",1,"023_stevens.dat","m",24,1,0,100,1
"reversal",25,"023_stevens.dat","m",24,1,0,1,100
"reversal",7,"023_stevens.dat","m",24,1,0,17.9,5.7
"reversal",2,"023_stevens.dat","m",24,1,0,100,1
"standard",13,"023_stevens.dat","m",24,1,0,17.9,17.9
"standard",20,"023_stevens.dat","m",24,1,0,100,100
"standard",16,"023_stevens.dat","m",24,1,0,57.2,57.2
"standard",5,"023_stevens.dat","m",24,1,0,1.8,1.8
"standard",3,"023_stevens.dat","m",24,1,0,1,1
"standard",5,"023_stevens.dat","m",24,1,0,3.2,3.2
"standard",12,"023_stevens.dat","m",24,1,0,17.9,17.9
"standard",8,"023_stevens.dat","m",24,1,0,5.7,5.7
"standard",12,"023_stevens.dat","m",24,1,0,17.9,17.9
"standard",14,"023_stevens.dat","m",24,1,0,32,32
"standard",17,"023_stevens.dat","m",24,1,0,57.2,57.2
"standard",3,"023_stevens.dat","m",24,1,0,1.8,1.8
"standard",20,"023_stevens.dat","m",24,1,0,100,100
"standard",8,"023_stevens.dat","m",24,1,0,5.7,5.7
"standard",5,"023_stevens.dat","m",24,1,0,3.2,3.2
"standard",5,"023_stevens.dat","m",24,1,0,3.2,3.2
"standard",4,"023_stevens.dat","m",24,1,0,1.8,1.8
"standard",5,"023_stevens.dat","m",24,1,0,1.8,1.8
"standard",15,"023_stevens.dat","m",24,1,0,32,32
"standard",18,"023_stevens.dat","m",24,1,0,57.2,57.2
"standard",13,"023_stevens.dat","m",24,1,0,17.9,17.9
"standard",19,"023_stevens.dat","m",24,1,0,100,100
"standard",5,"023_stevens.dat","m",24,1,0,3.2,3.2
"standard",1,"023_stevens.dat","m",24,1,0,1,1
"standard",19,"023_stevens.dat","m",24,1,0,100,100
"standard",12,"023_stevens.dat","m",24,1,0,17.9,17.9
"standard",6,"023_stevens.dat","m",24,1,0,1.8,1.8
"standard",18,"023_stevens.dat","m",24,1,0,57.2,57.2
"standard",8,"023_stevens.dat","m",24,1,0,5.7,5.7
"standard",5,"023_stevens.dat","m",24,1,0,3.2,3.2
"standard",16,"023_stevens.dat","m",24,1,0,32,32
"standard",15,"023_stevens.dat","m",24,1,0,32,32
"standard",17,"023_stevens.dat","m",24,1,0,57.2,57.2
"standard",3,"023_stevens.dat","m",24,1,0,1,1
"standard",2,"023_stevens.dat","m",24,1,0,1,1
"standard",20,"023_stevens.dat","m",24,1,0,100,100
"standard",14,"023_stevens.dat","m",24,1,0,32,32
"standard",8,"023_stevens.dat","m",24,1,0,5.7,5.7
"standard",2,"023_stevens.dat","m",24,1,0,1,1
"standard",5,"023_stevens.dat","m",24,1,0,5.7,5.7
