"condition","brightness_rating","File","gender","age","student","psycho","cd","cd_comparable"
"reversal",15,"001_stevens.dat","m",31,0,0,3.2,32
"reversal",3,"001_stevens.dat","m",31,0,0,100,1
"reversal",9,"001_stevens.dat","m",31,0,0,17.9,5.7
"reversal",4,"001_stevens.dat","m",31,0,0,100,1
"reversal",9,"001_stevens.dat","m",31,0,0,17.9,5.7
"reversal",18,"001_stevens.dat","m",31,0,0,1.8,57.2
"reversal",12,"001_stevens.dat","m",31,0,0,5.7,17.9
"reversal",25,"001_stevens.dat","m",31,0,0,1,100
"reversal",12,"001_stevens.dat","m",31,0,0,5.7,17.9
"reversal",30,"001_stevens.dat","m",31,0,0,1,100
"reversal",3,"001_stevens.dat","m",31,0,0,57.2,1.8
"reversal",35,"001_stevens.dat","m",31,0,0,1,100
"reversal",30,"001_stevens.dat","m",31,0,0,1.8,57.2
"reversal",5,"001_stevens.dat","m",31,0,0,100,1
"reversal",40,"001_stevens.dat","m",31,0,0,1.8,57.2
"reversal",7,"001_stevens.dat","m",31,0,0,57.2,1.8
"reversal",8,"001_stevens.dat","m",31,0,0,32,3.2
"reversal",18,"001_stevens.dat","m",31,0,0,1.8,57.2
"reversal",7,"001_stevens.dat","m",31,0,0,32,3.2
"reversal",6,"001_stevens.dat","m",31,0,0,32,3.2
"reversal",4,"001_stevens.dat","m",31,0,0,57.2,1.8
"reversal",7,"001_stevens.dat","m",31,0,0,32,3.2
"reversal",20,"001_stevens.dat","m",31,0,0,1.8,57.2
"reversal",20,"001_stevens.dat","m",31,0,0,3.2,32
"reversal",22,"001_stevens.dat","m",31,0,0,3.2,32
"reversal",9.5,"001_stevens.dat","m",31,0,0,17.9,5.7
"reversal",4,"001_stevens.dat","m",31,0,0,57.2,1.8
"reversal",2.5,"001_stevens.dat","m",31,0,0,100,1
"reversal",3.5,"001_stevens.dat","m",31,0,0,57.2,1.8
"reversal",45,"001_stevens.dat","m",31,0,0,1,100
"reversal",13,"001_stevens.dat","m",31,0,0,5.7,17.9
"reversal",15,"001_stevens.dat","m",31,0,0,3.2,32
"reversal",9.5,"001_stevens.dat","m",31,0,0,17.9,5.7
"reversal",8,"001_stevens.dat","m",31,0,0,32,3.2
"reversal",45,"001_stevens.dat","m",31,0,0,1,100
"reversal",9.8,"001_stevens.dat","m",31,0,0,17.9,5.7
"reversal",12,"001_stevens.dat","m",31,0,0,3.2,32
"reversal",11.5,"001_stevens.dat","m",31,0,0,5.7,17.9
"reversal",3,"001_stevens.dat","m",31,0,0,100,1
"reversal",11,"001_stevens.dat","m",31,0,0,5.7,17.9
"standard",11,"001_stevens.dat","m",31,0,0,17.9,17.9
"standard",11,"001_stevens.dat","m",31,0,0,17.9,17.9
"standard",9.5,"001_stevens.dat","m",31,0,0,5.7,5.7
"standard",7.5,"001_stevens.dat","m",31,0,0,1.8,1.8
"standard",8,"001_stevens.dat","m",31,0,0,3.2,3.2
"standard",4,"001_stevens.dat","m",31,0,0,1,1
"standard",12,"001_stevens.dat","m",31,0,0,32,32
"standard",14,"001_stevens.dat","m",31,0,0,57.2,57.2
"standard",11,"001_stevens.dat","m",31,0,0,32,32
"standard",3.6,"001_stevens.dat","m",31,0,0,1.8,1.8
"standard",20,"001_stevens.dat","m",31,0,0,100,100
"standard",11.5,"001_stevens.dat","m",31,0,0,32,32
"standard",7,"001_stevens.dat","m",31,0,0,1.8,1.8
"standard",7.8,"001_stevens.dat","m",31,0,0,3.2,3.2
"standard",4,"001_stevens.dat","m",31,0,0,1,1
"standard",4.5,"001_stevens.dat","m",31,0,0,1.8,1.8
"standard",6,"001_stevens.dat","m",31,0,0,5.7,5.7
"standard",14,"001_stevens.dat","m",31,0,0,32,32
"standard",18,"001_stevens.dat","m",31,0,0,57.2,57.2
"standard",11,"001_stevens.dat","m",31,0,0,17.9,17.9
"standard",8.7,"001_stevens.dat","m",31,0,0,3.2,3.2
"standard",10.2,"001_stevens.dat","m",31,0,0,17.9,17.9
"standard",20,"001_stevens.dat","m",31,0,0,57.2,57.2
"standard",9.6,"001_stevens.dat","m",31,0,0,5.7,5.7
"standard",8,"001_stevens.dat","m",31,0,0,3.2,3.2
"standard",9.8,"001_stevens.dat","m",31,0,0,5.7,5.7
"standard",30,"001_stevens.dat","m",31,0,0,100,100
"standard",29,"001_stevens.dat","m",31,0,0,100,100
"standard",8,"001_stevens.dat","m",31,0,0,3.2,3.2
"standard",23,"001_stevens.dat","m",31,0,0,100,100
"standard",3.3,"001_stevens.dat","m",31,0,0,1,1
"standard",4,"001_stevens.dat","m",31,0,0,1.8,1.8
"standard",14,"001_stevens.dat","m",31,0,0,57.2,57.2
"standard",3,"001_stevens.dat","m",31,0,0,1,1
"standard",3,"001_stevens.dat","m",31,0,0,1,1
"standard",9,"001_stevens.dat","m",31,0,0,5.7,5.7
"standard",12,"001_stevens.dat","m",31,0,0,32,32
"standard",20,"001_stevens.dat","m",31,0,0,100,100
"standard",17,"001_stevens.dat","m",31,0,0,57.2,57.2
"standard",11.5,"001_stevens.dat","m",31,0,0,17.9,17.9
"standard",3,"004_stevens.dat","w",26,1,1,1,1
"standard",11,"004_stevens.dat","w",26,1,1,17.9,17.9
"standard",30,"004_stevens.dat","w",26,1,1,100,100
"standard",12,"004_stevens.dat","w",26,1,1,17.9,17.9
"standard",2,"004_stevens.dat","w",26,1,1,1.8,1.8
"standard",40,"004_stevens.dat","w",26,1,1,57.2,57.2
"standard",8,"004_stevens.dat","w",26,1,1,5.7,5.7
"standard",8,"004_stevens.dat","w",26,1,1,5.7,5.7
"standard",50,"004_stevens.dat","w",26,1,1,57.2,57.2
"standard",20,"004_stevens.dat","w",26,1,1,32,32
"standard",20,"004_stevens.dat","w",26,1,1,32,32
"standard",2,"004_stevens.dat","w",26,1,1,1,1
"standard",50,"004_stevens.dat","w",26,1,1,100,100
"standard",40,"004_stevens.dat","w",26,1,1,57.2,57.2
"standard",3,"004_stevens.dat","w",26,1,1,1,1
"standard",12,"004_stevens.dat","w",26,1,1,17.9,17.9
"standard",55,"004_stevens.dat","w",26,1,1,57.2,57.2
"standard",2,"004_stevens.dat","w",26,1,1,1,1
"standard",8,"004_stevens.dat","w",26,1,1,3.2,3.2
"standard",5,"004_stevens.dat","w",26,1,1,1.8,1.8
"standard",60,"004_stevens.dat","w",26,1,1,100,100
"standard",60,"004_stevens.dat","w",26,1,1,100,100
"standard",5,"004_stevens.dat","w",26,1,1,3.2,3.2
"standard",13,"004_stevens.dat","w",26,1,1,32,32
"standard",8,"004_stevens.dat","w",26,1,1,5.7,5.7
"standard",5,"004_stevens.dat","w",26,1,1,1.8,1.8
"standard",30,"004_stevens.dat","w",26,1,1,57.2,57.2
"standard",20,"004_stevens.dat","w",26,1,1,32,32
"standard",40,"004_stevens.dat","w",26,1,1,100,100
"standard",12,"004_stevens.dat","w",26,1,1,17.9,17.9
"standard",3,"004_stevens.dat","w",26,1,1,1.8,1.8
"standard",15,"004_stevens.dat","w",26,1,1,32,32
"standard",7,"004_stevens.dat","w",26,1,1,5.7,5.7
"standard",7,"004_stevens.dat","w",26,1,1,3.2,3.2
"standard",7,"004_stevens.dat","w",26,1,1,3.2,3.2
"standard",12,"004_stevens.dat","w",26,1,1,17.9,17.9
"standard",8,"004_stevens.dat","w",26,1,1,5.7,5.7
"standard",8,"004_stevens.dat","w",26,1,1,3.2,3.2
"standard",3,"004_stevens.dat","w",26,1,1,1,1
"standard",4,"004_stevens.dat","w",26,1,1,1.8,1.8
"reversal",20,"004_stevens.dat","w",26,1,1,1.8,57.2
"reversal",5,"004_stevens.dat","w",26,1,1,32,3.2
"reversal",9,"004_stevens.dat","w",26,1,1,17.9,5.7
"reversal",9,"004_stevens.dat","w",26,1,1,17.9,5.7
"reversal",12,"004_stevens.dat","w",26,1,1,5.7,17.9
"reversal",1,"004_stevens.dat","w",26,1,1,100,1
"reversal",2,"004_stevens.dat","w",26,1,1,57.2,1.8
"reversal",9,"004_stevens.dat","w",26,1,1,17.9,5.7
"reversal",12,"004_stevens.dat","w",26,1,1,5.7,17.9
"reversal",1,"004_stevens.dat","w",26,1,1,57.2,1.8
"reversal",15,"004_stevens.dat","w",26,1,1,3.2,32
"reversal",1,"004_stevens.dat","w",26,1,1,100,1
"reversal",15,"004_stevens.dat","w",26,1,1,3.2,32
"reversal",16,"004_stevens.dat","w",26,1,1,1.8,57.2
"reversal",15,"004_stevens.dat","w",26,1,1,3.2,32
"reversal",1,"004_stevens.dat","w",26,1,1,100,1
"reversal",15,"004_stevens.dat","w",26,1,1,5.7,17.9
"reversal",5,"004_stevens.dat","w",26,1,1,32,3.2
"reversal",15,"004_stevens.dat","w",26,1,1,3.2,32
"reversal",1,"004_stevens.dat","w",26,1,1,100,1
"reversal",5,"004_stevens.dat","w",26,1,1,32,3.2
"reversal",14,"004_stevens.dat","w",26,1,1,5.7,17.9
"reversal",1,"004_stevens.dat","w",26,1,1,57.2,1.8
"reversal",25,"004_stevens.dat","w",26,1,1,1.8,57.2
"reversal",1,"004_stevens.dat","w",26,1,1,57.2,1.8
"reversal",4,"004_stevens.dat","w",26,1,1,32,3.2
"reversal",30,"004_stevens.dat","w",26,1,1,1,100
"reversal",30,"004_stevens.dat","w",26,1,1,1,100
"reversal",12,"004_stevens.dat","w",26,1,1,5.7,17.9
"reversal",13,"004_stevens.dat","w",26,1,1,1.8,57.2
"reversal",13,"004_stevens.dat","w",26,1,1,1,100
"reversal",1,"004_stevens.dat","w",26,1,1,32,3.2
"reversal",0.5,"004_stevens.dat","w",26,1,1,57.2,1.8
"reversal",8,"004_stevens.dat","w",26,1,1,17.9,5.7
"reversal",30,"004_stevens.dat","w",26,1,1,1,100
"reversal",1,"004_stevens.dat","w",26,1,1,100,1
"reversal",19,"004_stevens.dat","w",26,1,1,1.8,57.2
"reversal",19,"004_stevens.dat","w",26,1,1,1,100
"reversal",15,"004_stevens.dat","w",26,1,1,3.2,32
"reversal",9,"004_stevens.dat","w",26,1,1,17.9,5.7
"reversal",8,"005_stevens.dat","w",26,0,0,17.9,5.7
"reversal",2,"005_stevens.dat","w",26,0,0,100,1
"reversal",7,"005_stevens.dat","w",26,0,0,17.9,5.7
"reversal",6,"005_stevens.dat","w",26,0,0,32,3.2
"reversal",13,"005_stevens.dat","w",26,0,0,3.2,32
"reversal",15,"005_stevens.dat","w",26,0,0,1.8,57.2
"reversal",17,"005_stevens.dat","w",26,0,0,1.8,57.2
"reversal",19,"005_stevens.dat","w",26,0,0,1,100
"reversal",3,"005_stevens.dat","w",26,0,0,100,1
"reversal",12,"005_stevens.dat","w",26,0,0,5.7,17.9
"reversal",15,"005_stevens.dat","w",26,0,0,1.8,57.2
"reversal",8,"005_stevens.dat","w",26,0,0,17.9,5.7
"reversal",18,"005_stevens.dat","w",26,0,0,1,100
"reversal",5,"005_stevens.dat","w",26,0,0,57.2,1.8
"reversal",11,"005_stevens.dat","w",26,0,0,5.7,17.9
"reversal",3,"005_stevens.dat","w",26,0,0,57.2,1.8
"reversal",13,"005_stevens.dat","w",26,0,0,3.2,32
"reversal",12,"005_stevens.dat","w",26,0,0,5.7,17.9
"reversal",18,"005_stevens.dat","w",26,0,0,1,100
"reversal",5,"005_stevens.dat","w",26,0,0,57.2,1.8
"reversal",14,"005_stevens.dat","w",26,0,0,3.2,32
"reversal",13,"005_stevens.dat","w",26,0,0,3.2,32
"reversal",2,"005_stevens.dat","w",26,0,0,100,1
"reversal",7,"005_stevens.dat","w",26,0,0,32,3.2
"reversal",13,"005_stevens.dat","w",26,0,0,3.2,32
"reversal",8,"005_stevens.dat","w",26,0,0,32,3.2
"reversal",9,"005_stevens.dat","w",26,0,0,17.9,5.7
"reversal",15,"005_stevens.dat","w",26,0,0,1.8,57.2
"reversal",7,"005_stevens.dat","w",26,0,0,57.2,1.8
"reversal",8,"005_stevens.dat","w",26,0,0,32,3.2
"reversal",19,"005_stevens.dat","w",26,0,0,1.8,57.2
"reversal",3,"005_stevens.dat","w",26,0,0,100,1
"reversal",2,"005_stevens.dat","w",26,0,0,100,1
"reversal",11,"005_stevens.dat","w",26,0,0,5.7,17.9
"reversal",8,"005_stevens.dat","w",26,0,0,32,3.2
"reversal",20,"005_stevens.dat","w",26,0,0,1,100
"reversal",12,"005_stevens.dat","w",26,0,0,5.7,17.9
"reversal",20,"005_stevens.dat","w",26,0,0,1,100
"reversal",11,"005_stevens.dat","w",26,0,0,17.9,5.7
"reversal",6,"005_stevens.dat","w",26,0,0,57.2,1.8
"standard",15,"005_stevens.dat","w",26,0,0,100,100
"standard",12,"005_stevens.dat","w",26,0,0,32,32
"standard",11,"005_stevens.dat","w",26,0,0,17.9,17.9
"standard",1,"005_stevens.dat","w",26,0,0,1,1
"standard",14,"005_stevens.dat","w",26,0,0,32,32
"standard",12,"005_stevens.dat","w",26,0,0,17.9,17.9
"standard",8,"005_stevens.dat","w",26,0,0,3.2,3.2
"standard",18,"005_stevens.dat","w",26,0,0,100,100
"standard",9,"005_stevens.dat","w",26,0,0,5.7,5.7
"standard",14,"005_stevens.dat","w",26,0,0,57.2,57.2
"standard",13,"005_stevens.dat","w",26,0,0,57.2,57.2
"standard",18,"005_stevens.dat","w",26,0,0,1,1
"standard",2,"005_stevens.dat","w",26,0,0,100,100
"standard",9,"005_stevens.dat","w",26,0,0,17.9,17.9
"standard",2,"005_stevens.dat","w",26,0,0,100,100
"standard",3,"005_stevens.dat","w",26,0,0,1,1
"standard",9,"005_stevens.dat","w",26,0,0,5.7,5.7
"standard",9,"005_stevens.dat","w",26,0,0,3.2,3.2
"standard",8,"005_stevens.dat","w",26,0,0,3.2,3.2
"standard",6,"005_stevens.dat","w",26,0,0,1.8,1.8
"standard",15,"005_stevens.dat","w",26,0,0,57.2,57.2
"standard",9,"005_stevens.dat","w",26,0,0,5.7,5.7
"standard",4,"005_stevens.dat","w",26,0,0,1.8,1.8
"standard",18,"005_stevens.dat","w",26,0,0,100,100
"standard",14,"005_stevens.dat","w",26,0,0,57.2,57.2
"standard",8,"005_stevens.dat","w",26,0,0,3.2,3.2
"standard",9,"005_stevens.dat","w",26,0,0,1.8,1.8
"standard",6,"005_stevens.dat","w",26,0,0,5.7,5.7
"standard",2,"005_stevens.dat","w",26,0,0,1,1
"standard",11,"005_stevens.dat","w",26,0,0,17.9,17.9
"standard",13,"005_stevens.dat","w",26,0,0,32,32
"standard",13,"005_stevens.dat","w",26,0,0,32,32
"standard",5,"005_stevens.dat","w",26,0,0,1.8,1.8
"standard",3,"005_stevens.dat","w",26,0,0,1,1
"standard",11,"005_stevens.dat","w",26,0,0,17.9,17.9
"standard",13,"005_stevens.dat","w",26,0,0,32,32
"standard",16,"005_stevens.dat","w",26,0,0,57.2,57.2
"standard",8,"005_stevens.dat","w",26,0,0,3.2,3.2
"standard",7,"005_stevens.dat","w",26,0,0,1.8,1.8
"standard",9,"005_stevens.dat","w",26,0,0,5.7,5.7
"standard",20,"006_stevens.dat","w",23,1,0,57.2,57.2
"standard",23,"006_stevens.dat","w",23,1,0,100,100
"standard",3,"006_stevens.dat","w",23,1,0,1,1
"standard",2,"006_stevens.dat","w",23,1,0,1,1
"standard",20,"006_stevens.dat","w",23,1,0,100,100
"standard",8,"006_stevens.dat","w",23,1,0,5.7,5.7
"standard",14,"006_stevens.dat","w",23,1,0,17.9,17.9
"standard",15,"006_stevens.dat","w",23,1,0,17.9,17.9
"standard",4,"006_stevens.dat","w",23,1,0,1,1
"standard",5,"006_stevens.dat","w",23,1,0,3.2,3.2
"standard",14,"006_stevens.dat","w",23,1,0,32,32
"standard",7,"006_stevens.dat","w",23,1,0,5.7,5.7
"standard",3,"006_stevens.dat","w",23,1,0,1.8,1.8
"standard",17,"006_stevens.dat","w",23,1,0,100,100
"standard",16,"006_stevens.dat","w",23,1,0,32,32
"standard",8,"006_stevens.dat","w",23,1,0,5.7,5.7
"standard",6,"006_stevens.dat","w",23,1,0,1.8,1.8
"standard",3,"006_stevens.dat","w",23,1,0,1,1
"standard",12,"006_stevens.dat","w",23,1,0,57.2,57.2
"standard",7,"006_stevens.dat","w",23,1,0,3.2,3.2
"standard",12,"006_stevens.dat","w",23,1,0,57.2,57.2
"standard",5,"006_stevens.dat","w",23,1,0,1.8,1.8
"standard",6,"006_stevens.dat","w",23,1,0,3.2,3.2
"standard",11,"006_stevens.dat","w",23,1,0,17.9,17.9
"standard",3.4,"006_stevens.dat","w",23,1,0,1.8,1.8
"standard",19,"006_stevens.dat","w",23,1,0,100,100
"standard",8.6,"006_stevens.dat","w",23,1,0,5.7,5.7
"standard",10.9,"006_stevens.dat","w",23,1,0,17.9,17.9
"standard",6.5,"006_stevens.dat","w",23,1,0,3.2,3.2
"standard",11.5,"006_stevens.dat","w",23,1,0,32,32
"standard",8,"006_stevens.dat","w",23,1,0,3.2,3.2
"standard",2,"006_stevens.dat","w",23,1,0,1,1
"standard",10.7,"006_stevens.dat","w",23,1,0,17.9,17.9
"standard",19.8,"006_stevens.dat","w",23,1,0,57.2,57.2
"standard",20,"006_stevens.dat","w",23,1,0,57.2,57.2
"standard",7.5,"006_stevens.dat","w",23,1,0,5.7,5.7
"standard",10,"006_stevens.dat","w",23,1,0,100,100
"standard",4,"006_stevens.dat","w",23,1,0,1.8,1.8
"standard",13,"006_stevens.dat","w",23,1,0,32,32
"standard",13.5,"006_stevens.dat","w",23,1,0,32,32
"reversal",13,"006_stevens.dat","w",23,1,0,3.2,32
"reversal",15,"006_stevens.dat","w",23,1,0,1.8,57.2
"reversal",9.5,"006_stevens.dat","w",23,1,0,17.9,5.7
"reversal",9,"006_stevens.dat","w",23,1,0,17.9,5.7
"reversal",11,"006_stevens.dat","w",23,1,0,5.7,17.9
"reversal",14,"006_stevens.dat","w",23,1,0,1.8,57.2
"reversal",8,"006_stevens.dat","w",23,1,0,17.9,5.7
"reversal",13,"006_stevens.dat","w",23,1,0,1.8,57.2
"reversal",16,"006_stevens.dat","w",23,1,0,1,100
"reversal",12,"006_stevens.dat","w",23,1,0,5.7,17.9
"reversal",16,"006_stevens.dat","w",23,1,0,57.2,1.8
"reversal",14,"006_stevens.dat","w",23,1,0,1.8,57.2
"reversal",8,"006_stevens.dat","w",23,1,0,32,3.2
"reversal",7.8,"006_stevens.dat","w",23,1,0,32,3.2
"reversal",5,"006_stevens.dat","w",23,1,0,57.2,1.8
"reversal",12,"006_stevens.dat","w",23,1,0,1.8,57.2
"reversal",13,"006_stevens.dat","w",23,1,0,3.2,32
"reversal",2,"006_stevens.dat","w",23,1,0,100,1
"reversal",14,"006_stevens.dat","w",23,1,0,3.2,32
"reversal",2,"006_stevens.dat","w",23,1,0,100,1
"reversal",11,"006_stevens.dat","w",23,1,0,5.7,17.9
"reversal",2,"006_stevens.dat","w",23,1,0,100,1
"reversal",13,"006_stevens.dat","w",23,1,0,3.2,32
"reversal",16,"006_stevens.dat","w",23,1,0,1,100
"reversal",13,"006_stevens.dat","w",23,1,0,5.7,17.9
"reversal",7,"006_stevens.dat","w",23,1,0,32,3.2
"reversal",9.5,"006_stevens.dat","w",23,1,0,17.9,5.7
"reversal",9.8,"006_stevens.dat","w",23,1,0,17.9,5.7
"reversal",3,"006_stevens.dat","w",23,1,0,57.2,1.8
"reversal",2,"006_stevens.dat","w",23,1,0,100,1
"reversal",19,"006_stevens.dat","w",23,1,0,1,100
"reversal",6.5,"006_stevens.dat","w",23,1,0,32,3.2
"reversal",1,"006_stevens.dat","w",23,1,0,100,1
"reversal",12,"006_stevens.dat","w",23,1,0,5.7,17.9
"reversal",4,"006_stevens.dat","w",23,1,0,57.2,1.8
"reversal",18,"006_stevens.dat","w",23,1,0,1,100
"reversal",16,"006_stevens.dat","w",23,1,0,3.2,32
"reversal",18,"006_stevens.dat","w",23,1,0,1,100
"reversal",3,"006_stevens.dat","w",23,1,0,57.2,1.8
"reversal",5,"006_stevens.dat","w",23,1,0,32,3.2
"reversal",5,"007_stevens.dat","w",23,1,0,32,3.2
"reversal",8,"007_stevens.dat","w",23,1,0,17.9,5.7
"reversal",20,"007_stevens.dat","w",23,1,0,1,100
"reversal",5,"007_stevens.dat","w",23,1,0,32,3.2
"reversal",15,"007_stevens.dat","w",23,1,0,3.2,32
"reversal",9,"007_stevens.dat","w",23,1,0,17.9,5.7
"reversal",20,"007_stevens.dat","w",23,1,0,1.8,57.2
"reversal",20,"007_stevens.dat","w",23,1,0,1.8,57.2
"reversal",1,"007_stevens.dat","w",23,1,0,100,1
"reversal",1,"007_stevens.dat","w",23,1,0,100,1
"reversal",3,"007_stevens.dat","w",23,1,0,57.2,1.8
"reversal",12,"007_stevens.dat","w",23,1,0,5.7,17.9
"reversal",15,"007_stevens.dat","w",23,1,0,3.2,32
"reversal",1,"007_stevens.dat","w",23,1,0,100,1
"reversal",3,"007_stevens.dat","w",23,1,0,57.2,1.8
"reversal",30,"007_stevens.dat","w",23,1,0,1,100
"reversal",12,"007_stevens.dat","w",23,1,0,5.7,17.9
"reversal",8,"007_stevens.dat","w",23,1,0,17.9,5.7
"reversal",30,"007_stevens.dat","w",23,1,0,1,100
"reversal",18,"007_stevens.dat","w",23,1,0,3.2,32
"reversal",6,"007_stevens.dat","w",23,1,0,32,3.2
"reversal",12,"007_stevens.dat","w",23,1,0,5.7,17.9
"reversal",13,"007_stevens.dat","w",23,1,0,3.2,32
"reversal",4,"007_stevens.dat","w",23,1,0,32,3.2
"reversal",12,"007_stevens.dat","w",23,1,0,5.7,17.9
"reversal",9,"007_stevens.dat","w",23,1,0,17.9,5.7
"reversal",14,"007_stevens.dat","w",23,1,0,3.2,32
"reversal",16,"007_stevens.dat","w",23,1,0,1.8,57.2
"reversal",20,"007_stevens.dat","w",23,1,0,1,100
"reversal",0.5,"007_stevens.dat","w",23,1,0,57.2,1.8
"reversal",15,"007_stevens.dat","w",23,1,0,1.8,57.2
"reversal",0.15,"007_stevens.dat","w",23,1,0,100,1
"reversal",1,"007_stevens.dat","w",23,1,0,57.2,1.8
"reversal",30,"007_stevens.dat","w",23,1,0,1,100
"reversal",9.5,"007_stevens.dat","w",23,1,0,17.9,5.7
"reversal",20,"007_stevens.dat","w",23,1,0,1.8,57.2
"reversal",0.15,"007_stevens.dat","w",23,1,0,100,1
"reversal",8,"007_stevens.dat","w",23,1,0,32,3.2
"reversal",1.5,"007_stevens.dat","w",23,1,0,57.2,1.8
"reversal",9,"007_stevens.dat","w",23,1,0,5.7,17.9
"standard",8,"007_stevens.dat","w",23,1,0,5.7,5.7
"standard",15,"007_stevens.dat","w",23,1,0,32,32
"standard",6,"007_stevens.dat","w",23,1,0,3.2,3.2
"standard",7,"007_stevens.dat","w",23,1,0,5.7,5.7
"standard",30,"007_stevens.dat","w",23,1,0,57.2,57.2
"standard",5,"007_stevens.dat","w",23,1,0,3.2,3.2
"standard",30,"007_stevens.dat","w",23,1,0,57.2,57.2
"standard",20,"007_stevens.dat","w",23,1,0,32,32
"standard",7,"007_stevens.dat","w",23,1,0,5.7,5.7
"standard",4,"007_stevens.dat","w",23,1,0,1,1
"standard",30,"007_stevens.dat","w",23,1,0,100,100
"standard",3,"007_stevens.dat","w",23,1,0,1,1
"standard",11,"007_stevens.dat","w",23,1,0,17.9,17.9
"standard",5,"007_stevens.dat","w",23,1,0,1.8,1.8
"standard",11,"007_stevens.dat","w",23,1,0,32,32
"standard",11,"007_stevens.dat","w",23,1,0,17.9,17.9
"standard",12,"007_stevens.dat","w",23,1,0,32,32
"standard",9,"007_stevens.dat","w",23,1,0,5.7,5.7
"standard",10.5,"007_stevens.dat","w",23,1,0,17.9,17.9
"standard",30,"007_stevens.dat","w",23,1,0,100,100
"standard",20,"007_stevens.dat","w",23,1,0,57.2,57.2
"standard",2,"007_stevens.dat","w",23,1,0,1,1
"standard",30,"007_stevens.dat","w",23,1,0,100,100
"standard",10.5,"007_stevens.dat","w",23,1,0,17.9,17.9
"standard",7,"007_stevens.dat","w",23,1,0,3.2,3.2
"standard",6,"007_stevens.dat","w",23,1,0,3.2,3.2
"standard",10.5,"007_stevens.dat","w",23,1,0,17.9,17.9
"standard",5,"007_stevens.dat","w",23,1,0,1.8,1.8
"standard",2,"007_stevens.dat","w",23,1,0,1,1
"standard",20,"007_stevens.dat","w",23,1,0,57.2,57.2
"standard",6,"007_stevens.dat","w",23,1,0,1.8,1.8
"standard",6,"007_stevens.dat","w",23,1,0,1.8,1.8
"standard",9,"007_stevens.dat","w",23,1,0,5.7,5.7
"standard",20.5,"007_stevens.dat","w",23,1,0,100,100
"standard",12,"007_stevens.dat","w",23,1,0,32,32
"standard",20,"007_stevens.dat","w",23,1,0,57.2,57.2
"standard",30,"007_stevens.dat","w",23,1,0,100,100
"standard",7,"007_stevens.dat","w",23,1,0,3.2,3.2
"standard",7,"007_stevens.dat","w",23,1,0,1.8,1.8
"standard",4,"007_stevens.dat","w",23,1,0,1,1
"standard",5,"008_stevens.dat","w",19,1,1,1.8,1.8
"standard",8,"008_stevens.dat","w",19,1,1,5.7,5.7
"standard",20,"008_stevens.dat","w",19,1,1,32,32
"standard",2,"008_stevens.dat","w",19,1,1,1,1
"standard",20,"008_stevens.dat","w",19,1,1,57.2,57.2
"standard",18,"008_stevens.dat","w",19,1,1,57.2,57.2
"standard",9,"008_stevens.dat","w",19,1,1,5.7,5.7
"standard",6,"008_stevens.dat","w",19,1,1,3.2,3.2
"standard",5,"008_stevens.dat","w",19,1,1,1.8,1.8
"standard",7,"008_stevens.dat","w",19,1,1,3.2,3.2
"standard",7,"008_stevens.dat","w",19,1,1,3.2,3.2
"standard",13,"008_stevens.dat","w",19,1,1,17.9,17.9
"standard",2,"008_stevens.dat","w",19,1,1,1,1
"standard",5,"008_stevens.dat","w",19,1,1,1.8,1.8
"standard",5,"008_stevens.dat","w",19,1,1,1.8,1.8
"standard",12,"008_stevens.dat","w",19,1,1,17.9,17.9
"standard",12,"008_stevens.dat","w",19,1,1,17.9,17.9
"standard",13,"008_stevens.dat","w",19,1,1,17.9,17.9
"standard",8,"008_stevens.dat","w",19,1,1,5.7,5.7
"standard",20,"008_stevens.dat","w",19,1,1,57.2,57.2
"standard",3,"008_stevens.dat","w",19,1,1,1,1
"standard",3,"008_stevens.dat","w",19,1,1,1.8,1.8
"standard",6,"008_stevens.dat","w",19,1,1,3.2,3.2
"standard",25,"008_stevens.dat","w",19,1,1,100,100
"standard",15,"008_stevens.dat","w",19,1,1,32,32
"standard",2,"008_stevens.dat","w",19,1,1,1,1
"standard",7,"008_stevens.dat","w",19,1,1,3.2,3.2
"standard",15,"008_stevens.dat","w",19,1,1,32,32
"standard",9,"008_stevens.dat","w",19,1,1,5.7,5.7
"standard",13,"008_stevens.dat","w",19,1,1,32,32
"standard",20,"008_stevens.dat","w",19,1,1,100,100
"standard",20,"008_stevens.dat","w",19,1,1,100,100
"standard",15,"008_stevens.dat","w",19,1,1,32,32
"standard",2,"008_stevens.dat","w",19,1,1,1,1
"standard",11,"008_stevens.dat","w",19,1,1,17.9,17.9
"standard",15,"008_stevens.dat","w",19,1,1,57.2,57.2
"standard",20,"008_stevens.dat","w",19,1,1,100,100
"standard",20,"008_stevens.dat","w",19,1,1,100,100
"standard",7,"008_stevens.dat","w",19,1,1,5.7,5.7
"standard",14,"008_stevens.dat","w",19,1,1,57.2,57.2
"reversal",20,"008_stevens.dat","w",19,1,1,1,100
"reversal",7,"008_stevens.dat","w",19,1,1,32,3.2
"reversal",9,"008_stevens.dat","w",19,1,1,17.9,5.7
"reversal",20,"008_stevens.dat","w",19,1,1,1.8,57.2
"reversal",19,"008_stevens.dat","w",19,1,1,3.2,32
"reversal",20,"008_stevens.dat","w",19,1,1,1,100
"reversal",21,"008_stevens.dat","w",19,1,1,1,100
"reversal",8,"008_stevens.dat","w",19,1,1,17.9,5.7
