"condition","red","green","blue","redness_dichotom","redness_rating","File","gender","age","student","psycho","saturation"
"standard",255,23,45,-999,20,"038_stevens.dat","d",24,0,0,85
"standard",219,71,65,-999,16,"038_stevens.dat","d",24,0,0,75
"standard",136,113,108,-999,5,"038_stevens.dat","d",24,0,0,15
"standard",169,101,93,-999,5,"038_stevens.dat","d",24,0,0,45
"standard",169,101,93,-999,10,"038_stevens.dat","d",24,0,0,45
"standard",136,113,108,-999,4,"038_stevens.dat","d",24,0,0,15
"standard",181,95,85,-999,11,"038_stevens.dat","d",24,0,0,55
"standard",181,95,85,-999,11,"038_stevens.dat","d",24,0,0,55
"standard",158,106,98,-999,9,"038_stevens.dat","d",24,0,0,35
"standard",197,86,77,-999,11,"038_stevens.dat","d",24,0,0,65
"standard",158,106,98,-999,8,"038_stevens.dat","d",24,0,0,35
"standard",181,95,85,-999,11,"038_stevens.dat","d",24,0,0,55
"standard",219,71,65,-999,14,"038_stevens.dat","d",24,0,0,75
"standard",158,106,98,-999,9,"038_stevens.dat","d",24,0,0,35
"standard",255,23,45,-999,20,"038_stevens.dat","d",24,0,0,85
"standard",197,86,77,-999,17,"038_stevens.dat","d",24,0,0,65
"standard",146,109,103,-999,5,"038_stevens.dat","d",24,0,0,25
"standard",169,101,93,-999,11,"038_stevens.dat","d",24,0,0,45
"standard",219,71,65,-999,14,"038_stevens.dat","d",24,0,0,75
"standard",197,86,77,-999,13,"038_stevens.dat","d",24,0,0,65
"unidirectional",219,71,65,1,15,"039_stevens.dat","m",21,1,0,75
"unidirectional",255,23,45,1,20,"039_stevens.dat","m",21,1,0,85
"unidirectional",197,86,77,1,13,"039_stevens.dat","m",21,1,0,65
"unidirectional",136,113,108,0,13,"039_stevens.dat","m",21,1,0,15
"unidirectional",158,106,98,0,11,"039_stevens.dat","m",21,1,0,35
"unidirectional",136,113,108,0,15,"039_stevens.dat","m",21,1,0,15
"unidirectional",219,71,65,1,16,"039_stevens.dat","m",21,1,0,75
"unidirectional",197,86,77,1,14,"039_stevens.dat","m",21,1,0,65
"unidirectional",181,95,85,1,13,"039_stevens.dat","m",21,1,0,55
"unidirectional",255,23,45,1,20,"039_stevens.dat","m",21,1,0,85
"unidirectional",136,113,108,0,16,"039_stevens.dat","m",21,1,0,15
"unidirectional",255,23,45,1,20,"039_stevens.dat","m",21,1,0,85
"unidirectional",158,106,98,0,11,"039_stevens.dat","m",21,1,0,35
"unidirectional",181,95,85,1,12,"039_stevens.dat","m",21,1,0,55
"unidirectional",169,101,93,1,11,"039_stevens.dat","m",21,1,0,45
"unidirectional",197,86,77,1,14,"039_stevens.dat","m",21,1,0,65
"unidirectional",158,106,98,0,11,"039_stevens.dat","m",21,1,0,35
"unidirectional",255,23,45,1,20,"039_stevens.dat","m",21,1,0,85
"unidirectional",169,101,93,0,11,"039_stevens.dat","m",21,1,0,45
"unidirectional",181,95,85,1,12,"039_stevens.dat","m",21,1,0,55
"unidirectional",146,109,103,0,12,"039_stevens.dat","m",21,1,0,25
"unidirectional",197,86,77,1,14,"039_stevens.dat","m",21,1,0,65
"unidirectional",146,109,103,0,16,"039_stevens.dat","m",21,1,0,25
"unidirectional",169,101,93,0,12,"039_stevens.dat","m",21,1,0,45
"unidirectional",158,106,98,0,12,"039_stevens.dat","m",21,1,0,35
"unidirectional",197,86,77,1,13,"039_stevens.dat","m",21,1,0,65
"unidirectional",158,106,98,0,12,"039_stevens.dat","m",21,1,0,35
"unidirectional",146,109,103,0,14,"039_stevens.dat","m",21,1,0,25
"unidirectional",136,113,108,0,16,"039_stevens.dat","m",21,1,0,15
"unidirectional",219,71,65,1,15,"039_stevens.dat","m",21,1,0,75
"unidirectional",169,101,93,1,11,"039_stevens.dat","m",21,1,0,45
"unidirectional",169,101,93,0,11,"039_stevens.dat","m",21,1,0,45
"unidirectional",181,95,85,1,12,"039_stevens.dat","m",21,1,0,55
"unidirectional",219,71,65,1,15,"039_stevens.dat","m",21,1,0,75
"unidirectional",136,113,108,0,11,"039_stevens.dat","m",21,1,0,15
"unidirectional",255,23,45,1,20,"039_stevens.dat","m",21,1,0,85
"unidirectional",181,95,85,1,14,"039_stevens.dat","m",21,1,0,55
"unidirectional",146,109,103,0,12,"039_stevens.dat","m",21,1,0,25
"unidirectional",219,71,65,1,17,"039_stevens.dat","m",21,1,0,75
"unidirectional",146,109,103,0,13,"039_stevens.dat","m",21,1,0,25
"standard",219,71,65,-999,14,"040_stevens.dat","m",22,1,0,75
"standard",181,95,85,-999,12,"040_stevens.dat","m",22,1,0,55
"standard",158,106,98,-999,11,"040_stevens.dat","m",22,1,0,35
"standard",169,101,93,-999,12,"040_stevens.dat","m",22,1,0,45
"standard",197,86,77,-999,14,"040_stevens.dat","m",22,1,0,65
"standard",136,113,108,-999,8,"040_stevens.dat","m",22,1,0,15
"standard",158,106,98,-999,9,"040_stevens.dat","m",22,1,0,35
"standard",255,23,45,-999,20,"040_stevens.dat","m",22,1,0,85
"standard",181,95,85,-999,16,"040_stevens.dat","m",22,1,0,55
"standard",136,113,108,-999,7,"040_stevens.dat","m",22,1,0,15
"standard",146,109,103,-999,8,"040_stevens.dat","m",22,1,0,25
"standard",255,23,45,-999,20,"040_stevens.dat","m",22,1,0,85
"standard",197,86,77,-999,14,"040_stevens.dat","m",22,1,0,65
"standard",158,106,98,-999,12,"040_stevens.dat","m",22,1,0,35
"standard",146,109,103,-999,8,"040_stevens.dat","m",22,1,0,25
"standard",197,86,77,-999,15,"040_stevens.dat","m",22,1,0,65
"standard",146,109,103,-999,7,"040_stevens.dat","m",22,1,0,25
"standard",219,71,65,-999,17,"040_stevens.dat","m",22,1,0,75
"standard",181,95,85,-999,14,"040_stevens.dat","m",22,1,0,55
"standard",255,23,45,-999,18,"040_stevens.dat","m",22,1,0,85
"standard",136,113,108,-999,7,"040_stevens.dat","m",22,1,0,15
"standard",158,106,98,-999,8,"040_stevens.dat","m",22,1,0,35
"standard",169,101,93,-999,9,"040_stevens.dat","m",22,1,0,45
"standard",169,101,93,-999,9,"040_stevens.dat","m",22,1,0,45
"standard",255,23,45,-999,19,"040_stevens.dat","m",22,1,0,85
"standard",197,86,77,-999,16,"040_stevens.dat","m",22,1,0,65
"standard",219,71,65,-999,15,"040_stevens.dat","m",22,1,0,75
"standard",158,106,98,-999,8,"040_stevens.dat","m",22,1,0,35
"standard",197,86,77,-999,13,"040_stevens.dat","m",22,1,0,65
"standard",219,71,65,-999,16,"040_stevens.dat","m",22,1,0,75
"standard",255,23,45,-999,18,"040_stevens.dat","m",22,1,0,85
"standard",219,71,65,-999,15,"040_stevens.dat","m",22,1,0,75
"standard",146,109,103,-999,8,"040_stevens.dat","m",22,1,0,25
"standard",169,101,93,-999,11,"040_stevens.dat","m",22,1,0,45
"standard",181,95,85,-999,14,"040_stevens.dat","m",22,1,0,55
"standard",181,95,85,-999,13,"040_stevens.dat","m",22,1,0,55
"standard",136,113,108,-999,5,"040_stevens.dat","m",22,1,0,15
"standard",136,113,108,-999,6,"040_stevens.dat","m",22,1,0,15
"standard",169,101,93,-999,9,"040_stevens.dat","m",22,1,0,45
"standard",146,109,103,-999,8,"040_stevens.dat","m",22,1,0,25
